,Rosh_Pina,MazkeretBatia,Elyachin,Yavniel,Kfar_Tavor,Atlit,Mitzpe_ramon,Ramat_Ishay,Givat_Ada,Pardesiya,Tsur_Moshe,BeitDagan,AbuGosh,Boeniyaa,Gulis,GashGushhlb,Daburiya,DirHina,Horpish,Kvakbavelig,Kfaryasif,KfarKama,Eilot,KfatMetzer,Mizra,Miilia,Mashad,EinNekuba,Sagur,Sulam,Uzeir,Ilaboun,Pasuta,Pkiin,Shaab,Rama,Yadbinyamin,Savion,Galgulia,KfarBara,Mukbelya,Avtin,Sheykdanon,Omer,KfarHabad,Tifrah,Shlomi,Yeruham,Shabli_um_El_Ganam,Rehasim,Bosmat_Tivon,Tuba_Zangriya,Zarzir,Caabia,Biral,lakia,Bne_aish,Merkaz_Shapira,Tzur_Hadasa,Kiryat_yaarim,Keysaria,KokhavYair,Salma,Ktzir_harish,Kfar_Vradim,Meitar,Lehavim,Gan_Ner,Nofit,SegevShalom,Zemer,GivatAvni,YanuchGat,KasraSamia,Lapid,Matan,BetHefer,Basma,Nof_Ayalon,Shimshit,Hatzor_Haglilit,Kdumim,Elkana,BeitEl,AlonShvot,KiryatArba,Ofra,KfarAdumim,KarneyShomron,Shilo,Efrata,BeitArie,Emanuel,Shaaretikva,AlfeMenashe,Oranit,GevaBenyamin,Ali,HarAdar,Hashmonaim,KokhavYaakov,Talmon,KfarOranim,Bukaata,Katzrin,MagdElShams,Masaade,Agar,Ofakim,Ashdod,TelMond,GanYavne,KfarYona,EvenYehuda,Kadima-Tzoran,GaneTikva,YokneamElit,Netivot,KiryatEkron,AbiSnan,Aksal,BeitJan,Magar,IrCarmel,Toraan,Iafia,Yarka,Kabul,KfarKana,Kfarmanda,Shagur,Nahaf,Aablin,Aaraba,EinMahel,Foradies,GaserZarka,Reina,Azor,KfarKasem,Araara,Kalanswa,KfarKara,GivatShmuel,MigdalHaemek,MevaserTzion,OrAkiva,Shderot,KiryatMalakhi,TelSheva,Kseifa,NatzratIlit,MaalotTarshiha,Karmiel,Rahat,Araara_beNegev,Modiin_Macabim_Reut,Gadyda_Makar,Hura,Shoam,Elad,MaaleIron,TiratKarmel,Dimona,KiryatTivon,OrYehuda,Nesher,BeerYaakov,Gadera,Arad,Eilat,BeitShemesh,KiryatOno,KiryatGat,RoshHaAin,RamatHasharon,Yavne,UmElPaham,TiratKarmel,Taybe,KiryatShmona,Jerusalem,Ariel,MaaleAdumim,GivatZeev,BeitarIlit,ModiinIlit,Haifa,Tel-Aviv-Yafo,BakaGat,BneiBrak,BatYam,Givatayim,Hertzelia,Hadera,Holon,Tveria,KiryatAta,KfarSaba,Lod,Ashkelon,NesTziona,Nazareth,Netania,Sakhnin,Akko,Afula,PardesHana-Karkur,PetahTikva,Tzfat,KiryatMotzkin,RishonLeTzion,Rehovot,Ramla,RamatGan,Raanana,Shfaram,Tamra,BeerSheva,Neharia,BeitShean,ZikronYaakov,Yahud,KiryatByalik,KiryatYam,HodHasharon,Binyamina-GivatAda
RliveBirth0509,15.96516082,14.62607077,23.75263635,19.43859894,27.89654391,13.34867193,12.03654075,23.75263635,28.96198213,13.89601137,14.58139305,23.75263635,23.75263635,23.75263635,10.64041799,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,30.05411002,15.46647619,23.75263635,25.47008218,23.75263635,23.75263635,23.75263635,23.75263635,25.15873573,18.82738365,19.75666596,23.95444491,23.47070247,23.75263635,21.46891587,23.75263635,23.75263635,23.75263635,23.75263635,25.39002496,17.94593653,15.39139728,23.75263635,23.75263635,27.18820099,24.1426925,23.75263635,17.35518393,17.48757532,26.57783215,31.33419263,23.75263635,21.44810285,23.11141338,26.87218878,23.75263635,18.78724479,23.75263635,23.75263635,16.28925254,18.42828711,23.75263635,21.72333016,23.75263635,23.75263635,16.6516054,23.75263635,28.81898792,12.52266021,29.2533619,28.2798661,23.75263635,30.40996837,23.75263635,23.75263635,27.54078848,23.75263635,18.87349611,13.33051444,23.75263635,32.99385125,43.6266307,19.45294735,23.79035245,23.75263635,27.8614508,31.06274645,25.37989358,25.28286141,26.75174118,29.25976316,27.57019834,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,43.03367999,23.75263635,23.75263635,11.48883085,17.70617127,17.59984658,31.03562083,23.75263635,23.75263635,9.772565015,23.75263635,23.75263635,8.471740044,31.87976048,18.28573694,12.58651602,14.11188626,11.24762861,14.23737623,17.05005085,41.0365839,23.20030845,23.75263635,11.0819073,25.96711137,27.16744229,23.75263635,23.75263635,23.75263635,13.03788239,16.62880872,19.54160432,29.33266417,23.75263635,16.42031202,26.69621838,22.22086951,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,37.123685,31.2656738,23.75263635,37.71975289,37.88125652,28.41427498,23.75263635,34.88019381,26.94733024,23.74281155,46.53918262,23.45765141,17.06298174,37.2001738,18.17630724,23.75263635,17.6775115,13.81148389,31.64879598,56.13078834,14.05361228,19.90453918,54.24827746,23.75263635,45.31063772,24.92592797,23.75263635,23.75263635,23.61816976,14.23676464,22.57712329,25.61804718,27.06719784,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635,23.75263635
Ravtaha09,1.629311234,0.544366463,4.316308997,0.628530529,2.306878557,2.210879744,1.338392984,2.237997413,3.451857904,0.288733247,2.210879744,0.441899071,0.552741028,0.578546853,0.227577415,0.25267213,0.338780813,0.248000956,1.301550893,2.197667274,2.210879744,0.732904169,1.449460879,2.233590244,3.358592454,3.016811878,1.802255532,5.14459389,3.861967381,1.696861376,0.768293169,2.41354153,4.334019369,2.210879744,1.491337604,3.415675026,2.591240359,1.706728278,3.576305172,5.446331698,3.090213805,1.113867021,4.692041741,3.767812928,3.660020756,1.338965632,2.210879744,3.850793604,0.84202246,3.645936158,2.210879744,2.755612869,1.620111641,5.780418952,4.64168325,3.57627573,2.387531535,4.021546857,3.025814072,2.637450487,1.411429813,1.416086911,5.236889725,1.281780725,2.291650357,2.708383139,0.611594411,2.210879744,2.210879744,0.352703805,0.392009655,0.262804647,4.268123643,0.783480343,3.232935336,4.395628956,0.700376518,3.893858739,0.258720748,0.274451823,2.210879744,2.210879744,2.718108949,3.874433958,3.044301066,2.618001713,0.958475327,2.911349874,3.455107557,2.787370421,2.898781316,3.281937658,1.083332074,2.00927424,3.503271574,4.093512107,6.366440518,4.3561075,6.704577168,4.27653964,3.110389872,1.337514017,2.210879744,2.210879744,2.210879744,2.393058871,3.961678027,2.210879744,5.994170047,0.095615869,2.210879744,2.570042229,0.798185756,2.210879744,2.210879744,2.210879744,2.210879744,2.210879744,5.930421607,1.832694423,4.888681055,2.210879744,1.674166038,2.352877017,3.539437067,0.034023451,0.258185658,2.210879744,2.210879744,2.210879744,1.791057021,3.602681527,2.210879744,2.210879744,2.175325124,3.210003548,5.702117938,0.467931931,1.048210824,1.505309921,0.896169511,0.597180843,3.503022674,1.60817946,0.686352724,0.262675126,3.930101097,0.523522824,0.152220626,1.688868545,4.441102808,0.691456483,3.656202987,2.050662726,0.716000012,2.210879744,2.210879744,0.719313935,2.210879744,2.210879744,1.069407936,0.584521665,2.210879744,2.210879744,0.35570219,2.210879744,2.210879744,2.210879744,1.456446412,2.210879744,0.31332556,2.210879744,2.210879744,0.714630255,0.523978838,2.210879744,2.210879744,0.904943693,0.428636316,2.210879744,2.210879744,0.154454567,2.56467196,4.048160794,2.09828243,3.011134998,4.283750869,3.402600362,1.11765899,0.807964812,0.935570159,1.867312513,0.314052002,0.339224072,1.584937215,0.893977806,3.512970788,2.642023663,0.409715219,2.066604814,2.92747208,0.657548071,2.153402595,1.855404364,4.670859723,5.732310161,2.747366353,0.887404438,0.712888399,3.088049132,2.169872653,1.034051021,1.31916373,1.621265276,0.536746271,0.199166771,3.868598402,4.393672454,3.509275973,2.970921032,2.732721358,0.231216159,0.431801156,2.034934199,3.998092644,0.21047289,0.430327952
MaazanHagiraPnimit10,-32,224,-197,27,55,102,251,-425,-77,146,328,137,732,835,-59,576,60,116,-99,-90,-4,-49,-53,19,2,24,9,-91,-6,17,1,-8,-21,2,-13,-8,1,-32,2,15,5,-4,-2,-37,-25,-1,-38,-39,8,-42,68,-17,-22,3,-5,-1,13,6,9,6,-19,-36,4,-37,-106,-60,156,100,-9,-35,7,51,-13,-42,-4,-16,66,30,20,-23,36,-38,-23,42,-209,8,-4,21,-5,-3,-13,7,-337,-227,15,-217,-62,-15,79,-322,-59,-27,-32,198,162,-516,8,56,74,1859,-211,33,-206,40,128,46,-35,0,129,37,43,-11,-1,-26,89,264,259,41,-17,-29,11,-7,35,26,-51,-258,-294,58,-144,221,1251,1216,-166,-790,700,652,-538,30,492,-372,-7,18,10,-167,-7081,-73,-1,-51,-44,-41,-110,442,4,53,-97,71,-20,127,-116,102,664,153,146,78,-65,138,-76,-145,484,84,17,806,-78,-1,5,32,-15,0,-3216,72,-649,-981,257,-441,70,236,-332,206,165,-884,545,671,-264,366,9,-565,-34,689,1859,-335,-7,-765,455,-656,-734,-1041,35,-31,-1761,-135,-175,345,148,12,-445,333,296
p0509m_15_24,18.18807393,18.07861246,17.39330956,14.35916125,16.42991168,18.07719343,17.85564755,15.19889033,16.92474785,20.24090906,14.31773841,13.78163424,16.94798219,15.38639485,21.28151815,17.70679542,13.7443363,15.12881411,12.71865045,16.54861643,7.054367992,14.910636,18.05529528,17.23148389,18.71042297,17.88949007,19.30149069,21.39196513,20.40498574,19.06631415,14.79823986,17.11564275,18.44675277,17.74234362,19.37598064,17.7659966,18.4822306,19.39942665,18.69992451,19.46621435,17.32419492,17.26926251,18.5959547,20.83109665,19.44987921,18.29400952,18.22190593,24.50303323,13.21964187,21.44284521,18.5044806,19.97702948,19.99060372,22.39808522,19.17088493,17.80938194,19.05146517,18.25551514,18.78738755,16.62948467,17.94291458,18.98516045,19.46995478,20.6083729,19.42522706,17.83814372,15.2633318,26.64612821,15.63808452,17.16433225,17.33323951,18.09077605,17.64714581,16.33799055,18.88483683,19.20228412,19.04126969,19.27154588,15.63363978,12.32622793,24.98493785,24.89208077,14.43721666,18.58435245,17.18941995,15.23718982,18.59094733,17.43798981,20.51173567,19.49429726,19.68452277,20.30864822,18.54889178,15.88312699,18.8058035,20.42282999,19.8307779,19.2364782,19.22283117,14.82289935,18.78153283,14.38698908,52.30320983,15.84671308,23.15492059,16.28742955,19.02694892,18.16269989,21.98841708,12.67396977,19.50516345,15.8792027,14.08788465,16.51644087,17.25317447,17.63860634,18.2800529,14.50793627,19.18826812,18.72771479,18.37073935,19.88404319,19.56633009,21.47160836,19.05669163,16.27452392,10.18435022,13.15456521,12.89173122,11.52328719,15.7858406,16.99988198,35.98080075,7.933754723,17.98294024,16.24868472,17.21130853,15.11841989,16.79029753,14.96506214,27.8062652,12.13555457,16.33223038,18.27768086,13.78152272,13.43341062,17.72742678,16.33032413,15.1553987,19.02047794,16.95659892,18.68283588,17.01330823,18.65524928,18.75714406,14.62118023,14.74032739,19.64207721,24.13131205,29.17311747,23.16934752,18.29209402,11.64162117,13.62539153,27.3632985,24.6871495,24.40313114,15.20300573,11.5261105,15.16357062,21.11915119,17.16529,19.56098368,12.7200287,22.11308668,16.35549682,19.83431297,14.1051718,11.61768255,6.736318343,7.967788036,13.03106107,16.37628255,17.05867092,17.5907029,15.7159577,15.63542219,22.52337792,11.43662418,18.00855079,19.91757931,13.55468865,10.64344529,14.92597984,16.87458234,14.81613134,16.96386332,16.53272217,15.68960201,15.08365166,16.441836,14.7924959,17.2546252,15.26889277,18.46723693,18.43315836,18.15852203,17.70304568,14.07025915,17.36693411,14.21505253,16.07375383,15.28387413,16.8201304,12.70722229,16.00673943,16.82042151,17.56604683,16.77834362,13.43054627,18.29361053,15.63115619,15.65288167,15.39468504,16.23354864,14.40592252,13.49486912
mx0509m_sdirect_dn,3.415218625,4.618868479,6.723132688,5.471789502,3.71078204,1.810347954,5.736885091,5.943785078,5.407470613,3.897025321,4.19859045,6.105677928,3.818576098,4.356106428,5.51053231,5.019699694,4.475136546,4.667105753,5.905786148,5.813194579,2.140572896,4.94942655,6.638763247,4.266138272,5.003957939,6.432837502,5.145632396,5.573716681,6.379287503,3.974879306,4.968051538,4.854431793,5.464167214,5.966091825,3.94416865,4.48949393,6.464857418,6.069875882,7.285156854,2.411319012,5.670629855,6.196745237,6.722276286,5.665870183,3.97160284,3.292538054,6.532224457,4.308082783,2.676846049,5.866918391,4.355741861,4.798938722,4.445537009,4.473454368,1.841468618,8.383575452,4.097450842,6.57535992,5.849306997,4.744439932,3.484414476,6.527657075,6.024735023,7.646506172,5.084984863,6.486326816,4.954576895,-2.982218011,3.351301394,7.019046726,5.546404152,5.897217464,5.321194376,5.195753071,8.040411703,7.315296433,6.754344218,3.690304187,3.705931768,3.966621235,3.703408443,0.689980357,6.623457803,6.212557025,6.227481208,4.999176447,4.910526811,4.768637634,2.85868063,3.824893671,5.087331322,4.920167358,4.096107328,7.413848861,7.074516889,6.162658626,7.019076256,7.177000138,5.885963217,6.778873203,4.981098781,5.383797934,2.256966809,1.37781861,1.10181913,6.469283383,6.107810951,2.525524869,5.568417236,3.289990057,3.646401712,98.30660331,2.490352402,2.192261714,3.06670579,2.94261036,0.18309512,3.010890485,7.486536205,4.946429004,6.242086814,0.3946335,4.47585347,3.956209743,2.411448771,2.332980641,2.73085469,-0.590553292,0.608992375,3.272259841,4.459941025,6.941694736,1.985951294,-0.276793974,5.812304497,7.884695048,7.158878967,5.08022747,6.394960097,5.428003951,4.230446644,3.484901193,5.949741511,5.737462943,4.606048245,4.51657485,6.381417507,5.08093082,3.820488675,6.127446726,6.291027592,7.075785134,8.379723861,6.745751031,5.736179817,2.430780189,2.183469184,5.166641543,4.214618345,1.215396758,5.82338552,4.311476028,1.67389273,-0.397482614,3.532183793,2.600689883,3.133537958,2.650484899,1.723082559,1.671828865,3.059643285,3.002913089,2.889463912,1.383517578,1.219773105,1.154580306,0.953382938,3.321610751,3.177751209,0.091280732,-3.830221862,2.256224573,6.469364167,4.026041916,4.704430425,5.272422391,4.397239445,4.688028649,7.121235865,8.312622431,5.921744488,6.630000398,5.39708793,5.188518556,6.744837624,5.742046949,6.421088487,7.00543408,5.576514046,7.107646175,6.074478634,5.104157941,7.54974953,6.083912291,6.124359561,7.837288081,5.662703363,6.05113761,5.850388244,6.364174225,5.962806806,5.683943019,5.663270757,6.978544034,5.593969596,4.44821753,6.842685596,7.221370181,6.437646185,6.098734882,5.599373597,4.031462418,5.404655909,6.2603242,6.834485475,5.140876588,5.749939022
p0509f_15_24,15.66882826,15.94337188,18.82800648,13.36232604,16.74812091,19.11966379,16.84161405,14.30120087,12.5352076,18.57289376,14.02052492,13.48379193,15.02843637,15.97171912,22.65117036,16.97511604,14.21182429,14.66520693,11.71300309,18.03874244,7.07780786,13.71973338,17.99937118,17.52186593,18.96969172,18.30164523,20.24182526,20.07914414,20.50726464,19.56350168,13.83349969,16.24197926,18.93092644,17.71897505,18.9329047,18.60406377,19.02754412,19.74818331,18.68699594,15.70879484,17.53972002,17.18119384,19.44667272,20.13642404,19.82633469,18.71916771,19.03374923,19.91456283,14.67057437,20.48253847,18.6467579,19.72185789,22.34066913,18.21379628,17.81679319,17.51025445,16.79069483,17.81854387,18.15562223,17.26636094,17.50700101,19.40673845,19.73978486,20.70962558,19.57649139,17.9327751,15.35401049,17.70609749,13.70633191,17.84727228,15.81282899,18.80787696,17.57131328,16.63959552,18.3761737,18.75703997,18.6297516,17.60102579,14.49835691,13.2231917,22.39760642,14.32447487,13.79187831,14.9434622,15.7613981,17.55830136,20.14036783,17.55024947,20.02056061,19.70144563,19.2515823,20.64578809,16.71312941,15.8949407,16.5876955,18.88799196,19.67239195,19.81887706,18.16511855,12.84877818,14.96404283,12.97580394,19.20403422,14.0258191,19.92823657,14.96623213,18.69392124,16.04354997,20.15156385,12.17544468,19.75373671,16.63262346,12.01896947,16.31614273,16.99186205,19.51634177,16.87578072,15.34239477,18.504965,19.31320504,17.63352959,20.35777731,19.36258247,20.17627125,18.04854947,15.48791361,12.8842821,14.22554815,10.55897162,11.96970633,16.10896956,17.2287086,21.78990252,7.257612168,16.59194084,15.40536053,16.14814206,13.3730595,15.29297935,13.60838686,19.37789868,14.67918641,14.57341645,19.63423634,14.17640118,11.88645367,16.51938981,15.62779566,13.28124025,18.21039983,17.01343453,17.94737159,16.59776923,17.76217599,18.01023261,21.79972811,28.0925375,20.09301091,21.41100405,17.03513743,23.38499584,17.24503522,24.76761682,13.6120742,22.57495059,27.02875204,21.00413327,15.81181384,20.14977638,15.39615696,20.94961404,14.60477941,18.65069481,14.09037632,18.34416267,15.0901986,24.50537618,16.45932503,14.17773437,8.60743917,6.412413236,14.76056378,13.21729785,17.6434191,15.76821424,16.86789116,17.29314628,21.8805451,10.99807704,17.86542564,20.26721421,12.09569025,9.676004976,13.61397207,15.18104761,13.24375395,15.90069218,15.05470361,14.79687485,14.23385646,15.02532582,13.59274794,17.09022358,13.82861554,18.67277179,16.32583122,16.99365682,14.50899335,13.25038348,17.36796436,13.30819181,14.92682631,14.01095578,15.96225047,12.03750084,14.74130498,16.80458792,17.94634287,15.39812324,12.42428159,18.63297454,15.62119424,14.15331854,13.50626008,13.29635183,13.32262796,11.26649252
tluim09,13,47,119,25,13,16,36,1277,22,43,177.7323232,56,98,83,29,63,80,76,106,152,177.7323232,37,91,18,62,72,32,88,53,26,24,41,60,177.7323232,13,30,121,85,57,16,55,23,76,57,61,177.7323232,177.7323232,26,21,34,177.7323232,37,13,20,177.7323232,55,29,80,37,27,29,60,46,19,86,39,71,177.7323232,13,29,15,109,15,78,93,177.7323232,76,177.7323232,61,82,177.7323232,177.7323232,35,57,130,19,11,26,36,17,13,37,122,111,146,161,14,20,13,211,112,29,177.7323232,14,177.7323232,254,121,19,16,180,38,177.7323232,21,31,53,43,15,177.7323232,4,22,106,177.7323232,37,37,22,63,26,10,177.7323232,24,29,66,177.7323232,177.7323232,62,143,320,97,129,117,51,97,191,319,219,132,328,189,175,242,179,86,165,151,2431,6,11,89,11,177.7323232,17,144,177.7323232,177.7323232,25,177.7323232,8,21,4,20,63,32,28,15,177.7323232,5,177.7323232,177.7323232,16,177.7323232,177.7323232,13,1774,15,39,25,11,3,1811,175,259,905,255,470,513,1100,297,398,439,430,851,201,538,1111,135,365,308,176,1194,139,319,1361,598,501,698,302,206,119,1552,516,124,77,192,348,292,224,51
Sahar09_halfave,62.2,37.3,51.4,37.4,48,41.5,43.1,49.7,54.6,39.5,35.2,36.5,37.5,43.3,38.9,37.4,38.2,35.9,42.9,45.4,41,31.9,46.9,53.9,55.8,36.7,63.3,57.3,50,61.4,40.3,48.9,52.9,46.752,68.8,28.6,42.5,53.1,51.5,49.3,54.5,59.1,47,44.6,28.3,53.3,46.752,58.3,54.4,34.4,87.1,63.4,72.6,54.9,55.8,57.7,52.3,49.7,42.5,57.5,67.7,55.5,57.6,56.1,46.3,57.1,36.1,57.5,41,54.3,34.5,66.3,49.4,53.5,57.6,62.9,50,53.6,35.5,32.6,49,58.8,40.9,48.1,50.6,35.4,59.5,48.7,35.2,48.8,57.1,43.6,34.2,51.2,42.9,40.9,46.1,55.7,44.6,46.7,48.8,46.9,26.7,36,44.6,52.2,46.1,42.3,45.6,38.9,31.6,56.3,50.7,51.3,32.5,26.6,37.6,30.6,39.5,45.4,56.8,40.2,73.4,73.6,52.8,30.3,54.5,37.8,31.1,37.7,57,49.1,40.4,33.7,54,49.8,47.3,43.3,41.6,45.4,32.8,39.3,42.2,39.6,51,34.5,45.6,44,35.4,39.3,50.4,50.9,53.4,51.5,53.9,52.3,35.3,44.3,46.7,42,59.3,40.1,40.4,34.2,47.8,60.4,37.4,35.8,69.2,43.1,38.8,40.8,38.7,52.3,57.1,25.9,41.6,59.3,62,35.1,28.7,68.7,44,60.2,61,54.2,62,66.1,40,47.7,48.4,49.6,37,39,43.8,40,56.3,46.1,37.1,50.8,47.7,34.3,43.6,45.3,45.8,46.2,50.1,45.9,40.4,58.4,42.8,37.4,41,44.2,38,36.9,45,47.8,47.4,43.5,43.2,39.1,37.2,43.3,51.4,38.3,40.1
Rnayadut09,0.52437785,0.322357839,0.366701279,0.335503757,0.477577164,0.534596559,0.404017272,0.326551037,0.464055807,0.290266318,0.404017272,0.381987607,0.293500352,0.363594145,0.419643432,0.585071733,0.298212581,0.456054681,0.277077372,0.284541276,0.404017272,0.530140006,0.493909219,0.45383887,0.418492712,0.510543605,0.371747191,0.456497856,0.562473799,0.442026698,0.310456839,0.300021065,0.348411982,0.404017272,0.401017804,0.243211203,0.364348365,0.562557173,0.403351727,0.321977791,0.642538891,0.51440075,0.447914367,0.330234069,0.508272712,0.404017272,0.404017272,0.582023273,0.386350033,0.325905242,0.404017272,0.522043869,0.242535904,0.404017272,0.404017272,0.349171592,0.45586763,0.354470239,0.286479357,0.450434529,0.447808943,0.408572153,0.406144718,0.169418225,0.243422713,0.441768384,0.533342363,0.404017272,0.798815364,0.328899868,0.208387906,0.392791918,0.404017272,0.370834242,0.396145785,0.404017272,0.456902003,0.404017272,0.56990467,0.375758875,0.404017272,0.404017272,0.419973091,0.493169308,0.539641499,0.401790737,0.303998907,0.250804594,0.621394138,0.420889336,0.641241339,0.446735821,0.420279188,0.491473659,0.482386228,0.471561316,0.374919131,0.405529184,0.22938716,0.570650169,0.344387769,0.479144129,0.404017272,0.404017272,0.278290316,0.364942474,0.323099013,0.404017272,0.232606904,0.16367398,0.361812263,0.404017272,0.322865902,0.36362514,0.600443853,0.396087567,0.404017272,0.404017272,0.273118159,0.262038902,0.383796139,0.404017272,0.513754026,0.435160087,0.253013104,0.220048597,0.077108362,0.404017272,0.404017272,0.404017272,0.399288248,0.288960731,0.404017272,0.404017272,0.39850142,0.612578458,0.413085328,0.497765356,0.448304852,0.373384361,0.256426807,0.273820126,0.453549967,0.394386035,0.201016608,0.452036676,0.478603695,0.379351278,0.44865808,0.463829771,0.451655234,0.368040929,0.358986836,0.471456018,0.368960795,0.344478827,0.229713051,0.313228392,0.200046151,0.404017272,0.267758706,0.24181327,0.404017272,0.404017272,0.322060904,0.404017272,0.23667526,0.323403172,0.103409846,0.404017272,0.538066234,0.372132779,0.456278051,0.404017272,0.404017272,0.186874348,0.404017272,0.404017272,0.100004109,0.404017272,0.404017272,0.129743842,0.512733332,0.377713195,0.322357572,0.477391224,0.451917277,0.553568411,0.392086105,0.408017072,0.303032582,0.54472969,0.445261474,0.447198952,0.522682616,0.553750311,0.573510033,0.548856392,0.481771496,0.482615943,0.476520965,0.38606442,0.414319355,0.505403844,0.354479309,0.433791156,0.69862023,0.513407416,0.443326285,0.338781188,0.58437749,0.480636197,0.42250454,0.478770019,0.462046282,0.482884441,0.353403707,0.376642589,0.481827924,0.420164502,0.431504751,0.373950162,0.520716816,0.6011346,0.57009851,0.375373667,0.281889052
AhuzGidulShnati10,-0.2,3.8,0.8,2.8,3,4.7,6.8,2,1,4.2,22.4,3.3,5.7,6.9,0.2,6.8,2.2,2.9,1.5,3,2,1.4,1.2,2.4,1.6,2.3,1.7,1.5,2,1.9,1.9,1.5,1.7,1.5,1.6,1.9,1.9,1.9,2.2,2.9,0.9,0.9,2.3,2.5,2.2,2.7,2,0.4,1.6,2,6.7,2,1.3,2.3,2.9,2,1.7,2.4,2,1.1,0.8,2.2,1.9,2.5,1.1,0.5,3.1,10.5,0.9,1.6,2.6,2.9,1.9,2,2.7,1.6,2.6,3.1,1.5,2.7,4.9,-1.5,1.5,2.7,0.6,2.6,3.2,2.5,1.7,2.5,2.4,2.5,0.9,-0.7,1.6,0.9,3.6,3.8,3.7,0.1,1.6,0.7,-0.2,6.4,9.5,0.7,2.7,3.5,5.3,5.2,-1.6,2.7,-3.6,1.9,3.4,2.1,0.3,1.8,5.7,2.6,1.8,0.4,1.9,1.7,5.1,2.8,5.7,2.7,-0.1,1.1,2.7,1.9,3.3,2.7,1.7,-0.1,0.4,1.2,0.9,2,12.8,7.5,1.5,0.9,4.5,3.9,0.4,1.9,1.9,0.7,2.8,1.7,2.3,0.9,1.9,2.7,3,0.6,2.3,2.8,2.1,3.9,3.6,6,1.2,8.3,3.8,5.4,1.6,5.2,9.1,5.4,4.9,5.1,6.1,6.7,0.9,3.4,7.4,8.4,2.8,5.2,1,1.8,3,2.2,1.6,2.3,0.1,2.5,2.9,0.3,1.9,1.3,1.7,-1.8,1,1.6,1.5,0.8,2.3,2.8,1.2,1.9,2.4,0.6,1.3,4.1,0.8,3,1.2,1.2,2.6,0.6,0.6,0.8,1.8,2.1,0.6,1.1,0.4,4.1,2.5,1.1,0.3,2.8,4.3
Leumit09,2.8,1.9,8.7,7.3,2.6,1.9,7.1,16.9,0.8,2.5,9.942081448,1.9,4.7,10.4,15.9,3.6,5.3,11.6,20.2,0.8,5.9,3.6,2.9,0.5,29.1,4.8,28.2,23,20.3,28.2,10,9.942081448,14.6,9.942081448,20.7,1,11.8,23.4,0.3,22.7,13.3,9.942081448,2.7,0.2,0.4,0.1,9.942081448,4.4,11.2,8.7,1.4,10,27.2,0.4,0.7,3.2,16.8,30.6,0.2,13.4,32.8,6.1,23.7,16.1,5.2,8.8,3.6,1.5,3,0.3,0.4,10.2,0,2.5,3.6,7.8,3.9,7.4,4.6,6.1,1.7,9.942081448,20.7,0.7,11.4,0.1,8.5,2.1,0.4,1.5,5.3,39.4,2.5,6.1,12.8,22.3,1.3,11.3,13.4,10.9,11.3,2.7,6,4.6,2.4,7.5,13,3.8,8.2,5.4,19,29.2,6.6,2.6,3,4.3,3.4,1.7,0.5,22.8,15.2,4.7,0.5,31.1,14.3,2.3,11.4,3.6,2.8,5.7,0.2,0.8,5.8,0.3,22.5,14.3,4.9,1.1,6,9.2,4.3,1.8,12.5,7.4,14.5,9.8,16.9,6.7,4.9,5.4,0.9,5.9,5.4,11.9,10.3,25.1,13.8,26,34.8,1.6,6.2,8.3,3.9,16.6,46.7,35.9,3.6,50.6,33.9,15.9,10.5,3.4,5.1,10.7,10,3.3,12.1,23.1,33.7,55.8,4.1,16.8,4.8,7.7,23.5,40.5,15,2.1,6.1,18.8,11.8,8.7,5,5.8,14,7.3,10.6,5.9,2.9,11.2,12.9,2.5,13.2,20.8,14.4,23.2,3.9,2.8,6.2,17.3,3.1,6.4,4.2,4.4,8.3,3,4.6,3.5,11.2,13.7,0.2,1.8,5,2.7,6.1,3.2,9.3
