City,p0509_0_4,Rwht_2500s,per04,p0509f_55_64,Ptot0509,p0509f_35_44,mx0509_standart,Rishp_adjM,dress_wash_oneself_5s,Rabort_up,RliveBirth0509,Ravtaha09,MaazanHagiraPnimit10,p0509m_15_24,mx0509m_sdirect_dn,p0509f_15_24,tluim09,Sahar09_halfave,Rnayadut09,AhuzGidulShnati10,Leumit09,madad08,p0509f_0_4,p0509f_5_14,p0509m_75p,Rishp_dn,Arabs10,p0509_5_14,p0509m_25_34,mx0509f_sdirect_up,p0509f_75p,p0509m_45_54,RPiryon0509_tot,hear_5s,see_5s,Rwht_2500_dn,eshkol08,p0509m_55_64,Klalit09,Jews10,Jewso10,Rabort_dn,Seud09,Ptot0509f,Rptirot0509s,Rishp_adjF,Sahar09_Min,Ptot0509m,Rgsa_37pws,Rgsa_32ws,Ravtala09,mx0509m_sdirect_up,Rseud09,p0509f_65_74,mx0509f_sdirect_dn,Olim10,mx0509f_standart,Sahar09m_ave,Rgsa_3336ws,Rwht_2500_up,Rishp_upM,Rishp_upF,p0509m_35_44,Rwht_1500s,Rnehut09,Rishp_dnM,Rishp_dnF,mx0509m_standart,Rishp_adj,p0509m_0_4,p0509_65_74,walk_5s,Madadgini,p0509m_5_14,p0509_35_44,p0509_25_34,Nayadut09,remember_5s,Rfdegree09,Sahar09f_ave,Rhinmey09s,mx0509_sdirect_dn,p0509f_45_54,nehut09,Ledot0509_AVE,mx0509_sdirect_up,uc2010,p0509_75p,ptirot0509_ave,Meuhedet09,Rtluim09,Rabort0509_15_49,p0509m_65_74,L0509_memuza,ribuitivishnati10,Rishp_up,p0509_15_24,Rptirt0509,p0509_45_54,Rnoshrim0709,PtirTinok0509_ave,p0509f_25_34,p0509_55_64,Maccabi09,shem_mahoz_?????????????????,shem_mahoz_????,shem_mahoz_????,shem_mahoz_???????,shem_mahoz_????,shem_mahoz_????,shem_mahoz_??-????,shem_nafa_?????????????????,shem_nafa_??????,shem_nafa_??????,shem_nafa_????,shem_nafa_?????,shem_nafa_????,shem_nafa_????,shem_nafa_??????,shem_nafa_???????,shem_nafa_????,shem_nafa_???,shem_nafa_????????,shem_nafa_???,shem_nafa_??????,shem_nafa_????,shem_nafa_??????
Ariel,6.196963657,8.6,3,12.52263597,265.9664411,11.34256415,5.650451742,155.9329243,2.6,15.068892,23.75263635,2.56467196,-78,16.37628255,6.469364167,13.21729785,1774,44,0.512733332,1,4.8,0.770102397,5.854624679,10.92805307,7.617318201,151.1536632,10,11.72315275,15.24311255,5.013824627,10.73081991,11.08720365,1.971300323,2.9,0.4,8.168775061,7,11.1040246,51.9,80.8,90,14.21397027,6428,138.3926799,2.653703704,150.8639154,42.3,127.5737613,91.7,1.6,1.75060023,6.798813377,13.31995255,9.68889545,4.782128254,23.1,4.89797644,9800,6.7,8.998901245,156.8792409,151.7722248,11.6265457,1.1,5.447220672,154.9866077,149.9556061,6.634088772,151.8023763,6.568334762,8.778787163,6.5,0.4915,12.58568102,11.47877906,14.3007122,1362,2.3,23.2,6019,7.65,5.553682632,12.28312445,8777,107.6962963,5.747220853,266.9,9.237394193,12.94259259,7.8,1.100987749,14.6,7.791496958,3499.6,1449,152.4510894,14.73253999,1.528703704,11.70948774,2.6,0.531481481,13.43198448,11.84218325,35.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MaaleAdumim,11.11134358,4.7,1,4.438708052,5.597385461,13.92276991,5.714673742,146.0458155,4.8,6.188645095,23.61816976,4.048160794,-1,17.05867092,4.026041916,17.6434191,15,60.2,0.377713195,1.8,7.7,-1.506717919,10.72700434,21.50728703,2.407513824,146.3728036,100,21.86588408,17.92454439,8.384615834,1.670046301,8.732964688,2.745066915,3.4,0.8,3.078086658,2,4.295623378,66.1,0,0,3.113887496,109,2.738233015,3,158.4287398,63.1,2.859152446,93.8,0,1.912889673,7.11386718,37.43799187,3.029195982,4.211512593,0,6.298064213,4688,6.1,6.301641027,153.2853691,166.5360646,13.42825123,0,4.274422612,138.806262,150.321415,5.569954548,151.7436327,11.47942832,2.740333661,11.8,0.3723,22.20931533,13.67016906,18.33430482,22,4.5,5.3,2167,4.6,4.499780686,8.299409157,141,132.2,6.929566797,5.9,2.046745759,17,25.8,0.45472581,4.7,2.46368792,132.2,108,157.1144617,17.3447289,0,8.520869938,4.1,0.6,18.76216012,4.365620197,0.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GivatZeev,7.237058301,7.4,1,9.453173268,6.476190507,12.1339015,5.342068954,157.725403,1.2,13.91419363,14.23676464,2.09828243,5,17.5907029,4.704430425,15.76821424,39,61,0.322357572,3,23.5,0.242385547,7.36914555,16.41393309,3.282505579,147.4829431,0.6,16.62649189,14.00382812,5.800221214,4.679701543,13.63573155,2.156593249,4.1,0.2,4.989339054,5,10.09379214,50.6,85.9,99.4,9.236333031,138,3.305446292,5.1,147.7095912,48.5,3.170744215,91,2.2,2.380881315,7.283486235,19.7079315,6.295797841,3.736120243,31.8,4.768170729,5946,6.7,9.761203245,164.1939556,153.5862004,11.25485657,1.3,6.010314856,151.2568503,141.8329819,5.99395833,151.8018211,7.099359617,6.244558673,6.3,0.3827,16.84808079,11.70352092,13.74674152,21,2.5,21.7,4290,6.2,4.526945126,14.38600138,238,92.2,6.157192782,6.6,3.995634109,33,1.3,0.984883527,11.6,6.191142721,92.2,86,156.1206991,16.66050507,0,14.01866912,1.5,0.8,13.5001316,9.766820401,24.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BeitarIlit,10.96873434,7.5,1,6.046074482,9.11542172,14.15077341,6.469682712,190.7654733,1.5,9.930135231,22.57712329,3.011134998,32,15.7159577,5.272422391,16.86789116,25,54.2,0.477391224,2.2,40.5,-1.222391883,10.97881475,19.46491107,1.811658348,179.1541364,99.9,20.1035336,18.86437369,7.642469266,1.561529914,8.645699667,2.45284,1.9,0.1,5.875323426,2,5.836233737,41.4,0,0.1,6.726712782,141,4.448644185,3.1,176.8471523,66.2,4.666777535,91.1,0.7,0.923126853,8.255579983,28.03548626,3.107165073,4.596053206,0,6.119261236,4065,8.2,9.090662969,197.5419897,183.3603094,15.07481734,0.6,5.398608981,183.9889569,170.3339952,6.764001187,183.844917,10.9591251,2.734794209,7.8,0.3638,20.7123058,14.62385163,19.32124325,46,0.7,7.2,2758,4.2,5.40178539,8.022325343,309,205.8,7.537580034,9.7,1.689586936,28.2,4.3,0.436780662,8.3,2.379828612,205.8,173,188.5356976,16.27814146,0,8.341471223,2.5,0.4,19.8005148,5.93864335,13.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ModiinIlit,12.30900226,9.3,1,5.303592605,3.263324461,12.83840488,6.772641319,148.5010968,2,8.643650588,25.61804718,4.283750869,-15,15.63542219,4.397239445,17.29314628,11,62,0.451917277,1.6,15,-1.550518823,11.50842285,20.21070022,1.989144253,144.9866768,100,20.00815153,21.3622159,9.251987987,1.908242977,7.667145501,2.926705122,2.5,,6.541817484,2,5.181878964,58.8,0,0,3.981874885,50,1.604587913,3.2,155.9672919,65.8,1.658736548,89.4,0,1.343807363,9.429750169,37.53174829,2.119087285,3.964351104,0,6.608169545,4132,9.7,12.1184696,158.7016788,166.5506895,13.16964413,0,4.846313603,138.3005148,145.3838942,6.913494807,152.3345499,13.08344714,2.108819531,8.9,0.3573,19.81221494,13.00677265,21.04393987,14,1.6,5.5,2390,7.1,4.949265411,8.103479648,87,83.6,8.596017228,3.1,1.949364816,10.6,13.4,0.612752295,6.3,2.098886963,83.6,66,159.682423,16.45053086,0,7.881692508,3.9,0.2,20.71492325,5.241725982,12.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Haifa,13.72842765,4.6,1,3.521493853,2.08370295,10.38045468,6.682892204,149.9376029,*,13.4701899,27.06719784,3.402600362,0,22.52337792,4.688028649,21.8805451,3,66.1,0.553568411,2.3,2.1,-0.117954114,13.44401576,24.33245937,1.304191899,140.2377386,99.9,24.99822028,18.49345315,7.127991707,1.06056038,5.300914482,2.828381046,*,*,2.162386672,4.534391534,2.38137425,97.6,0.1,0.1,6.117820847,9,1.026711611,2.4,151.2384931,46.1,1.056991339,93.6,0,2.031254101,13.18371748,17.39969055,1.284061569,1.292729571,0,4.210360639,6055,5,7.057471484,166.5448991,166.1156161,9.184507461,0,3.164457461,133.3303068,136.3613701,8.935873065,151.4022598,14.00469197,1.222438018,*,0.3414,25.64490907,9.773791504,18.12885549,12,*,7.8,2805,1.9,4.06319846,6.342904156,37,56.4,9.302585948,2.2,1.184146329,5,0.1,0.256577632,9.8,1.162579803,56.4,51,162.5667809,22.20663223,0,5.814338383,4,0.8,17.75350513,2.943150118,0.3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tel-Aviv-Yafo,7.271739158,10.4,5,10.23219543,387.7163509,12.58721656,6.102204954,159.7495374,2.1,15.10258708,23.75263635,1.11765899,-3216,11.43662418,7.121235865,10.99807704,1811,40,0.392086105,0.1,6.1,1.08276144,6.836092028,9.504993012,6.193446114,151.3337707,4,10.0439821,24.40661703,5.302601182,9.209847503,10.03584221,2.044576216,2,0.3,10.12351508,8,9.148455852,42.4,91.5,96,14.44290096,10912,200.4253618,2.653703704,148.0641704,36.8,187.2909891,90.3,1.9,1.864023667,7.434151358,19.01412564,7.603462825,5.088905363,12.8,5.195753273,10249,7.9,10.75612615,160.5592636,148.7999167,14.58127344,1.3,4.83548668,158.9398112,147.328424,7.277693611,151.87244,7.73793742,6.751134642,4.6,0.4847,10.62076951,13.55046942,23.58310191,1583,2.3,22.8,6775,7.65,6.011523565,10.21456183,12962,107.6962963,6.192886342,404,7.752738979,12.94259259,6.7,0.675595308,14.8,5.839034251,7180.2,4752,152.4111093,11.20992244,1.528703704,10.12822919,3.4,0.531481481,22.81355378,9.708682152,44.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BakaGat,13.17860409,7.6,3,4.975591293,32.14127721,11.55026024,8.245860457,199.7272665,2.1,4.767400589,23.75263635,0.807964812,72,18.00855079,8.312622431,17.86542564,175,47.7,0.408017072,2.5,18.8,-0.871795117,13.3769659,24.86990506,0.844167685,179.2979883,99.9,24.91508542,15.42986443,8.159963651,1.118278071,8.322629914,3.440481924,1.2,0.4,6.789900113,3,4.271560861,71.6,0.1,0.1,3.487002244,342,15.68024386,2.653703704,166.4557871,47.5,16.46103335,91.7,1.8,1.405338214,10.49635145,24.6031846,2.788037168,6.288581627,0,7.224272639,5939,6.5,8.414206463,204.4316685,170.4450949,12.80439781,1.5,4.946456817,195.0228645,162.4664793,9.404486938,182.3475078,12.98965109,2.574481157,3.5,0.3527,24.95812275,12.19256204,15.15388244,140,1.7,13.6,3579,7.65,7.532990203,8.591378569,906,107.6962963,8.95873071,34.7,0.977893475,12.94259259,9.4,0.955441438,4.1,2.371054662,818.2,730,185.3970274,17.93872664,1.528703704,8.453739964,3,0.531481481,14.86415807,4.615024775,0.2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BneiBrak,14.66157085,6.3,5,6.511000758,148.9901362,7.759290354,5.397889392,136.4228088,1.7,3.67581556,23.75263635,0.935570159,-649,19.91757931,5.921744488,20.26721421,259,48.4,0.303032582,2.9,11.8,-0.86887644,14.22184188,24.23951648,3.287689557,135.7543479,0,24.79282785,11.83798332,4.985564151,5.162231494,7.399856669,5.669871317,1.2,0.3,6.008110628,3,6.171048821,30.5,98.7,100,3.099927408,1866,74.0806496,2.653703704,139.2748471,53.7,74.90948656,93.9,1,1.144303769,6.520474052,16.96842331,3.675316442,4.542071093,5.5,4.763817622,5734,5.1,6.625497956,137.7794025,140.5697826,7.909833327,0.8,5.127678894,135.0662151,137.9799115,6.22110927,136.6770155,15.09643444,3.35566858,3.4,0.4241,25.34001709,7.834980578,11.18453177,468,1.5,5.3,4126,7.65,5.217294104,7.639819182,3697,107.6962963,5.578484679,156.7,4.219746457,12.94259259,11.3,0.359228789,3.4,3.039557466,4771.4,4995,137.599683,20.09142424,1.528703704,7.519170466,6.3,0.531481481,10.5237692,6.340079208,46.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BatYam,6.268578422,9.6,5,13.75691241,129.6012164,10.55277195,5.804695597,172.1834382,3.4,19.86701597,23.75263635,1.867312513,-981,13.55468865,6.630000398,12.09569025,905,49.6,0.54472969,0.3,8.7,-0.040134829,5.797585322,10.31528444,7.818060835,162.8376199,0.3,11.24442392,15.76410965,5.13575927,10.43802048,11.41894081,2.028813756,3.4,0.4,9.02793367,5,11.91961347,38,85.2,99.7,18.45021145,5300,68.33807197,2.653703704,159.4278915,42.8,61.26314444,89.9,1.6,2.125686999,7.10654341,21.42169501,10.63679642,4.802103029,33,4.968931149,6462,8.5,10.25899332,173.6004033,160.7640013,11.57026216,1.3,7.447463304,170.7664732,158.0917816,6.868271904,163.8000926,6.793963801,9.806111824,8.1,0.3702,12.28086438,11.03374467,14.53807932,708,2.9,15.1,4688,7.65,5.664651905,12.96796084,5887,107.6962963,5.94473929,130.2,9.199552429,12.94259259,8.5,1.144887768,19.2,8.879496247,1767,586,164.7625652,12.7853661,1.528703704,12.23573131,3.1,0.531481481,13.43897788,12.88841199,44.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Givatayim,7.376896264,9,5,10.81808309,49.8256358,14.71722909,5.195784424,131.6136566,2.2,10.45729329,23.75263635,0.314052002,257,10.64344529,5.39708793,9.676004976,255,37,0.445261474,1.9,5,1.497133239,6.950674443,10.10759718,9.068031418,125.3067444,0,10.76050647,18.22874319,5.053202856,10.71398183,10.55883197,1.964396102,2.5,0.3,8.136267012,8,9.34325654,40.6,97.2,100,8.912345794,1267,26.49417671,2.653703704,124.2218413,29.5,23.3314591,91,1.5,1.883517681,6.069226827,13.98331725,9.26229302,4.527514036,7,4.790358446,12309,7.5,9.875260366,133.6013816,126.0201467,15.82124806,1.2,2.987009496,129.6259317,122.423536,5.733157378,126.6315926,7.86089498,8.190597388,4.9,0.4492,11.50192149,15.23419938,17.53748882,236,2.4,24.8,7872,7.65,4.987649422,10.82538407,981,107.6962963,5.403919426,53.5,9.943245559,12.94259259,7,0.776439777,9.7,6.973627058,832.8,602,127.9564408,10.12902065,1.528703704,10.70056781,1.2,0.531481481,16.9287523,10.12747764,47.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hertzelia,6.901428818,9.7,5,13.90800219,84.53735105,11.58643899,4.907540053,139.2523882,1.7,12.75703064,23.75263635,0.339224072,-441,14.92597984,5.188518556,13.61397207,470,39,0.447198952,1.3,5.8,1.303863413,6.383374958,11.38605941,5.63238565,132.9309231,0.1,11.95579816,15.80727914,4.6328574,7.699626485,11.88739581,2.074756512,1.9,0.2,8.974295011,8,13.03605617,38.4,96.4,99.9,11.39857711,1470,43.34711871,2.653703704,130.7634456,34.8,41.19023234,90.8,1.8,1.766901706,5.76674334,11.5759774,7.500267699,4.185682462,10.7,4.409269931,11801,7.5,10.47292444,140.8030634,132.2283035,11.51274658,1,3.562287458,137.701713,129.2985878,5.477630948,133.9883689,7.446610063,7.352101158,3.9,0.504,12.55537073,11.55053288,15.21428596,389,1.8,26.1,7206,7.65,4.72808648,13.27145897,1962,107.6962963,5.086993627,87.5,6.692377864,12.94259259,15.1,0.853351226,12.1,7.19617602,1201.2,744,135.0458146,14.25323867,1.528703704,12.59708389,2.1,0.531481481,14.65079923,13.4831526,40.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hadera,7.598006165,10.6,4,10.3666422,77.1343312,12.02849036,6.042292947,168.0024962,3.1,14.69538176,23.75263635,1.584937215,70,16.87458234,6.744837624,15.18104761,513,43.8,0.522682616,1.7,14,0.28807496,7.218923189,14.35874625,4.650864947,156.300074,1.1,14.9216264,14.59738292,5.417465158,6.652940574,12.40950662,2.27087796,2.6,0.2,9.777579269,5,10.14273769,51.7,92.8,98.9,13.18901355,2460,39.39471019,2.653703704,150.015526,41.5,37.739621,91,1.9,2.401051592,7.484972742,24.28658141,7.500751011,4.875752484,26.2,5.146608821,7942,7.1,11.3503812,169.8361,151.6845831,11.66939748,1.6,5.594096668,166.1688924,148.3464689,7.114905183,157.5246565,7.993714007,6.841150093,5.9,0.415,15.50919194,11.85279649,14.10440158,419,2.2,18.2,5062,7.65,5.818762523,13.06032695,2728,107.6962963,6.265823371,80.8,5.673382261,12.94259259,23.1,1.051969058,13.9,6.152622059,1173.8,756,158.749239,16.00964569,1.528703704,12.74189918,2.1,0.531481481,13.63213186,10.25709213,11.2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Holon,7.295787436,9.5,5,12.23389613,170.1605716,11.87658076,5.187112137,159.66204,2.9,15.37190866,23.75263635,0.893977806,236,14.81613134,5.742046949,13.24375395,1100,40,0.553750311,-1.8,7.3,0.388804521,6.851687477,12.28358307,5.913843398,154.7167373,0.1,12.94839979,15.71519351,4.716313999,7.859531421,11.63242983,2.149700368,2.8,0.3,9.005759084,5,11.07575803,39.6,93.3,99.9,14.3134786,6146,88.14957235,2.653703704,153.686939,37,82.01099923,90.7,1.8,1.647995785,6.162617563,22.84214347,8.593452981,4.400482462,17,4.558398231,8391,7.5,10.01965477,160.8420745,154.8072699,11.85288906,1.4,5.511573154,158.4820054,152.5666081,5.952332256,155.5233219,7.773128547,8.094233834,6.2,0.4066,13.66297845,11.86516225,15.11051237,1023,2.4,19.9,5678,7.65,5.058809239,12.5095741,6205,107.6962963,5.315415035,183.1,6.921782932,12.94259259,6.9,0.977071792,14.8,7.557647829,2573.4,1812,156.3299066,14.00158075,1.528703704,12.08682353,2.1,0.531481481,14.5479401,11.6757171,46.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tveria,9.187569301,8.7,2,9.241303186,40.21248675,10.9516691,5.941124343,186.2478669,1.7,15.06141919,23.75263635,3.512970788,-332,16.96386332,6.421088487,15.90069218,297,56.3,0.573510033,1,10.6,-0.354337948,9.009502062,16.55960064,3.437292412,174.0206124,1.6,17.01234495,15.50184599,5.498894427,4.879187173,12.09504489,2.615234183,2.5,0.7,7.779640517,4,8.50454101,75.9,92.4,98.4,12.96361668,978,20.29796116,2.653703704,167.6255303,51.5,19.91452559,93.3,1.5,2.467618403,7.538052385,22.0636968,6.520889785,4.656980826,13.6,5.077937626,5725,5.2,9.592897924,189.0288679,170.1252389,11.18091651,1.1,9.573002605,183.4668659,165.1258217,6.979570436,175.8703053,9.369065058,6.002250044,5.1,0.3942,17.47380642,11.06519984,14.87683388,237,2.1,14.6,4023,7.65,5.59907954,12.6735274,2355,107.6962963,6.283169145,41.5,4.165114196,12.94259259,6.9,1.20729587,14,5.47362438,741.4,495,177.7199981,16.42720896,1.528703704,12.38704413,2.7,0.531481481,14.26362847,8.876434699,6.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KiryatAta,6.991135719,9.2,3,11.87346901,49.66228233,11.93232114,6.221389821,162.1947438,2.7,16.15409495,23.75263635,2.642023663,206,16.53272217,7.00543408,15.05470361,398,46.1,0.548856392,1.6,5.9,0.161344287,6.658154327,13.8492149,4.659569214,156.4269998,0.1,14.18724325,14.93354254,5.543583702,6.912343618,12.96280027,2.114201063,3.3,0.4,8.196377201,5,11.27940222,59.8,92.6,99.9,14.18690954,1373,25.52697172,2.653703704,156.8570918,43,24.13531061,90.4,2,2.194077013,7.942775867,21.56588814,7.411026643,4.88069548,18.6,5.212139591,8174,7.5,10.10464902,164.4556689,158.9972477,11.44369413,1.4,6.847683654,159.9338187,154.7169359,7.474104973,157.963652,7.343317081,6.871172424,5.7,0.434,14.5447626,11.69485391,14.02143355,278,2,20.5,4896,7.65,5.943608762,13.1497165,2151,107.6962963,6.499170879,51.1,5.817520597,12.94259259,7.2,1.267028403,15.2,6.300189782,701.6,334,159.5003043,15.773004,1.528703704,13.05887732,2.5,0.531481481,13.15905026,11.58475923,27.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KfarSaba,7.553192493,9.3,5,12.36494996,81.63709882,11.5499731,5.121522842,155.9616053,1.8,11.35501319,23.75263635,0.409715219,165,15.68960201,5.576514046,14.79687485,439,37.1,0.481771496,1.5,2.9,1.07013181,7.209472166,12.46295428,4.924375668,144.926375,0.1,13.52634254,15.35376563,4.765868879,7.473055133,11.70445158,2.170641946,1.6,0.3,8.59333533,8,12.334041,57.2,96.4,99.9,10.07372482,1368,42.14541711,2.653703704,138.7814926,34.8,39.49168171,91.1,1.5,1.726207498,6.228613584,12.81847542,6.243772657,4.295549894,13,4.530709386,11647,7.4,10.02528329,157.6702123,140.2951291,11.73445078,0.9,4.012054566,154.2529982,137.2678561,5.902563815,146.0517255,7.920009908,5.970137971,4,0.4654,14.66118765,11.63921358,15.04971086,403,1.6,27.6,6951,7.65,4.927799015,13.1341466,2073,107.6962963,5.315246669,84.3,6.24013971,12.94259259,9.3,0.849634324,10.7,5.678115767,1265.4,892,147.177076,15.22872871,1.528703704,12.44253627,1.6,0.531481481,14.76480126,12.34999785,30.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lod,10.40605258,8,5,8.9927759,67.41345492,11.45593164,6.248873388,174.939219,2.2,17.64865763,23.75263635,2.066604814,-884,15.08365166,7.107646175,14.23385646,430,50.8,0.482615943,0.8,11.2,-0.294702011,9.96372709,18.07018617,3.688868876,161.1641878,26.7,18.72257932,14.8536704,5.510629416,5.429693801,10.55514148,3.028598972,2,0.4,7.387746996,4,8.207184338,62.1,66.1,73.3,15.85052782,1467,34.4158431,2.653703704,152.9265497,41.9,32.99761182,91.4,1.1,2.241670149,7.998758934,20.06900313,6.417697579,4.875705293,23.9,5.193167355,6737,7.5,8.655336904,177.0190902,154.7353587,12.0872292,0.9,6.528979088,172.8593478,151.1177407,7.553202554,162.5214242,10.86738913,5.848017518,5.3,0.357,19.40301221,11.76493986,14.56652989,337,1.6,12.1,4497,7.65,5.983618011,11.14490929,2579,107.6962963,6.514128766,70.1,4.577592908,12.94259259,5.7,1.088585114,16.7,5.253852713,1411.2,1188,163.8786607,14.64981515,1.528703704,10.8562291,4.9,0.531481481,14.29122206,8.608243681,20.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ashkelon,7.701467948,8.7,3,10.19410547,108.4361191,11.64642034,5.557557098,185.4774797,3.3,18.02624872,23.75263635,2.92747208,545,16.441836,6.074478634,15.02532582,851,47.7,0.476520965,2.3,12.9,0.015367243,7.237017214,14.62732926,5.087861246,179.3616165,0.2,15.28942317,14.21953451,5.113692996,7.186155479,12.23669315,2.354077808,3.1,0.6,8.117581593,5,9.212542079,47.2,89.4,99.8,16.59688264,3874,55.60963247,2.653703704,178.0949156,47.5,52.82648668,90.9,1.4,2.206027879,6.646010553,25.28956184,8.385286392,4.683865998,31.3,4.898779497,7077,7.6,9.330147318,187.0895056,179.6175936,11.69319136,1,6.303669045,183.8654538,176.5722376,6.360244594,180.4584903,8.190388113,7.677076238,6.8,0.4165,15.98639928,11.66920563,13.51984534,533,2.5,16.6,4289,7.65,5.383110145,12.84318587,4217,107.6962963,5.732004051,113.2,6.163936008,12.94259259,12.7,1.272094465,17.3,6.93155427,1664.4,1159,181.555364,15.71540267,1.528703704,12.5477227,4.1,0.531481481,12.85517416,9.715920285,27.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NesTziona,9.305686021,8.4,5,9.619182966,32.1586219,13.89358149,5.192892617,147.5413434,2.7,14.28058607,23.75263635,0.657548071,671,14.7924959,5.104157941,13.59274794,201,34.3,0.38606442,2.8,2.5,0.833654083,8.941088494,15.57633392,3.561155439,140.5460361,0.2,16.14767881,14.92499704,5.260362535,4.941162997,11.46168882,2.278252447,2.3,0.3,7.315280596,7,10.13013922,45.9,98.1,99.8,12.05726587,658,16.35892111,2.653703704,138.5107855,30.4,15.79970079,91.2,1.1,1.700582194,6.250339196,20.24493437,5.361416255,4.339000215,6.8,4.799681375,12581,7.7,9.433862914,150.3245427,141.020764,14.21358232,0.8,3.112139825,144.7581441,136.000807,5.677248568,142.4006254,9.683188244,4.93500782,4.7,0.4398,16.73924609,14.05079959,15.38919265,147,2.8,25.3,7297,7.65,4.831686446,12.23696593,723,107.6962963,5.554098789,38.6,4.263157995,12.94259259,18.4,0.865200698,13.2,4.49350693,525.4,548,144.2552146,14.18219045,1.528703704,11.85606819,2,0.531481481,15.83752,9.870218471,33.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nazareth,11.56112429,7.1,3,5.865755158,66.32951721,12.40290955,6.549422829,220.4830422,2.1,9.883183871,23.75263635,2.153402595,-264,17.2546252,7.54974953,17.09022358,538,43.6,0.414319355,1.2,13.2,-0.671163358,11.38067316,22.84253732,1.454121953,204.7314807,99.7,23.4389096,14.73474332,5.675854793,2.090639021,9.021535014,2.903688131,2.2,0.4,6.463085113,3,5.630452275,59.2,0.2,0.3,8.576810655,822,33.15983589,2.653703704,194.298573,52.1,33.16968132,91.1,1.8,1.563711896,8.760637453,18.24156904,3.982096484,4.766026256,0,5.220940525,5374,7.1,7.638423803,223.3026881,196.7275833,12.40413902,1.2,6.080897424,217.6633964,191.8695628,8.155193492,206.5689241,11.74152187,3.852907312,4.6,0.3714,24.03510487,12.40352437,14.77482283,299,2.1,14.1,3848,7.65,6.179470422,9.530251502,2457,107.6962963,6.919375236,72.6,1.772333247,12.94259259,12.7,1.331511117,9.2,3.723756485,1458,1162,208.4063674,17.17243659,1.528703704,9.275855503,3.2,0.531481481,14.81491423,5.748086253,14.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Netania,8.279488187,7.8,4,10.97569276,175.5164187,10.70066734,5.314040265,170.6036135,2.6,11.61086748,23.75263635,1.855404364,366,15.26889277,6.083912291,13.82861554,1111,45.3,0.505403844,1.9,20.8,0.234111573,7.846372815,13.77783984,6.24048225,159.853206,0.2,14.68736758,14.93227742,4.650483955,8.837125542,11.21156941,2.483697621,2.7,0.4,7.320617986,5,10.17757333,44,93.1,99.8,10.69180528,5828,90.68988937,2.653703704,153.4465711,42.2,84.82652929,92.1,1.3,2.188745618,6.510138328,22.00201407,8.02158832,4.352388656,26.1,4.501436305,7855,6.6,8.188355846,171.8021099,154.5432469,11.00093046,1.1,6.032182278,169.405117,152.3498953,6.297025309,160.6570907,8.742541261,7.414751786,5.9,0.4258,15.65976348,10.84578355,14.43886379,926,2.1,17.6,5227,7.65,5.188277954,12.03474708,6505,107.6962963,5.439802577,185,7.582176062,12.94259259,11.2,1.030246658,11.2,6.765969634,2919.6,2050,161.4609753,14.52469697,1.528703704,11.63690792,2,0.531481481,13.97735076,10.58996417,23.9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
